person_id,assessment_context,occasion,trait_extraversion,trait_conscientiousness,trait_neuroticism,state_extraversion,state_conscientiousness,state_neuroticism,situation_valence,situation_sociality,situation_demand,situation_evaluation,positive_affect,negative_affect,goal_pressure,autonomy_support,state_inertia_marker,dynamic_signature_score
PDY00126,institutional_pressure_context,7,2.685,5.777,2.841,3.223,5.638,1.039,4.539,4.117,3.309,3.676,3.502,1.470,3.392,2.639,0.950,1.505
PDY00126,institutional_pressure_context,8,2.685,5.777,2.841,2.474,5.985,1.798,3.461,1.000,3.403,5.725,2.591,2.203,3.604,3.220,0.618,1.576
PDY00126,institutional_pressure_context,9,2.685,5.777,2.841,1.820,6.456,2.588,4.136,3.512,6.391,4.213,3.234,3.222,5.798,2.571,0.639,1.750
PDY00126,institutional_pressure_context,10,2.685,5.777,2.841,1.319,5.419,1.926,2.271,2.788,3.274,4.965,2.081,2.861,4.310,3.459,0.733,1.632
PDY00126,institutional_pressure_context,11,2.685,5.777,2.841,2.135,5.967,2.919,2.249,2.767,3.127,5.520,2.789,3.541,4.550,3.313,0.786,1.050
PDY00126,institutional_pressure_context,12,2.685,5.777,2.841,2.268,7.000,1.829,1.933,2.266,6.695,3.297,3.317,3.114,5.225,1.634,0.752,1.997
PDY00126,institutional_pressure_context,13,2.685,5.777,2.841,2.281,7.000,2.437,3.584,3.822,7.000,3.833,2.676,2.914,5.936,1.615,0.207,2.129
PDY00126,institutional_pressure_context,14,2.685,5.777,2.841,2.262,5.974,2.227,5.748,2.340,4.718,4.783,3.689,3.663,4.245,2.670,0.418,1.693
PDY00126,institutional_pressure_context,15,2.685,5.777,2.841,2.776,5.692,2.260,3.549,5.707,3.276,4.148,3.800,1.785,3.295,4.503,0.277,1.552
PDY00126,institutional_pressure_context,16,2.685,5.777,2.841,2.617,6.648,3.013,2.530,2.196,5.386,4.932,1.641,3.143,5.272,2.346,0.623,1.598
PDY00127,institutional_pressure_context,1,2.560,5.590,2.865,2.591,6.265,1.931,3.460,4.193,5.410,4.183,2.237,2.446,5.098,3.269,0.660,1.579
PDY00127,institutional_pressure_context,2,2.560,5.590,2.865,1.691,5.132,2.515,3.503,3.481,3.189,4.466,2.584,2.676,4.520,2.763,0.872,1.320
PDY00127,institutional_pressure_context,3,2.560,5.590,2.865,1.410,5.912,2.533,1.414,1.275,4.238,5.192,2.664,3.389,4.117,1.652,0.359,1.380
PDY00127,institutional_pressure_context,4,2.560,5.590,2.865,3.103,5.814,2.597,3.232,4.387,4.868,3.259,2.948,3.255,3.813,2.426,0.619,1.702
PDY00127,institutional_pressure_context,5,2.560,5.590,2.865,2.409,6.279,2.808,2.407,3.930,5.425,3.549,2.373,3.863,5.428,2.320,0.457,1.518
PDY00127,institutional_pressure_context,6,2.560,5.590,2.865,2.745,6.345,2.565,2.569,5.146,5.129,4.041,3.989,2.383,3.408,3.206,0.215,1.302
PDY00127,institutional_pressure_context,7,2.560,5.590,2.865,2.069,6.119,1.906,4.243,1.693,3.865,3.499,2.849,2.476,4.938,2.959,0.520,1.470
PDY00127,institutional_pressure_context,8,2.560,5.590,2.865,2.226,6.241,2.908,3.702,4.534,3.929,4.601,3.205,3.560,4.313,2.858,0.427,1.582
PDY00127,institutional_pressure_context,9,2.560,5.590,2.865,2.336,6.621,2.738,3.713,2.759,5.660,4.008,2.092,2.813,4.066,2.679,0.220,1.314
PDY00127,institutional_pressure_context,10,2.560,5.590,2.865,1.383,6.794,3.366,2.981,1.000,4.569,5.582,2.335,3.644,3.436,2.035,0.585,2.028
PDY00127,institutional_pressure_context,11,2.560,5.590,2.865,1.644,6.740,3.133,2.363,2.970,4.201,5.774,2.229,3.476,5.914,2.100,0.183,1.739
PDY00127,institutional_pressure_context,12,2.560,5.590,2.865,2.480,6.539,2.386,2.330,1.465,4.712,4.377,3.014,2.731,4.298,3.959,0.595,1.703
PDY00127,institutional_pressure_context,13,2.560,5.590,2.865,2.916,6.417,2.435,3.219,3.896,4.882,4.230,3.069,3.248,4.734,2.493,0.202,1.540
PDY00127,institutional_pressure_context,14,2.560,5.590,2.865,1.912,5.627,3.398,2.015,3.047,6.380,4.232,3.248,3.442,4.417,2.785,0.919,1.724
PDY00127,institutional_pressure_context,15,2.560,5.590,2.865,1.720,6.299,2.995,2.534,1.672,5.627,4.818,1.577,4.094,4.546,3.577,0.422,1.800
PDY00127,institutional_pressure_context,16,2.560,5.590,2.865,1.833,6.674,2.877,3.114,1.805,4.376,4.319,2.725,3.193,3.335,3.882,0.202,1.517
PDY00128,institutional_pressure_context,1,2.729,5.493,2.898,3.699,5.738,1.268,3.602,5.260,4.683,4.961,3.848,2.656,4.594,4.202,0.623,2.231
PDY00128,institutional_pressure_context,2,2.729,5.493,2.898,2.383,5.159,1.978,3.037,2.183,5.011,4.859,2.097,3.079,4.658,2.360,0.868,1.668
PDY00128,institutional_pressure_context,3,2.729,5.493,2.898,2.194,6.114,2.088,3.780,2.449,5.332,4.681,1.969,3.350,5.391,1.917,0.418,1.666
PDY00128,institutional_pressure_context,4,2.729,5.493,2.898,2.154,6.402,1.551,4.739,1.576,4.006,3.261,2.926,2.484,3.766,2.975,0.288,1.972
PDY00128,institutional_pressure_context,5,2.729,5.493,2.898,1.896,6.584,1.833,1.709,3.175,4.891,5.278,2.509,3.975,5.151,3.248,0.241,2.254
PDY00128,institutional_pressure_context,6,2.729,5.493,2.898,2.928,6.764,1.513,3.667,3.203,5.606,2.206,3.232,1.969,4.203,3.751,0.511,2.220
PDY00128,institutional_pressure_context,7,2.729,5.493,2.898,3.048,6.332,1.375,4.914,1.760,4.659,4.039,3.064,2.156,3.927,2.476,0.230,1.681
PDY00128,institutional_pressure_context,8,2.729,5.493,2.898,2.647,6.297,1.860,3.567,1.964,4.820,5.162,1.573,2.975,4.816,3.039,0.307,1.881
PDY00128,institutional_pressure_context,9,2.729,5.493,2.898,2.948,5.442,1.956,3.537,1.639,3.018,4.771,3.414,2.760,4.220,3.356,0.417,1.356
PDY00128,institutional_pressure_context,10,2.729,5.493,2.898,2.933,6.728,2.506,2.536,3.136,6.014,4.277,2.540,3.602,6.045,2.730,0.617,1.382
PDY00128,institutional_pressure_context,11,2.729,5.493,2.898,2.691,6.579,2.092,2.259,3.971,3.326,5.654,2.336,3.170,4.371,2.697,0.269,1.573
PDY00128,institutional_pressure_context,12,2.729,5.493,2.898,2.042,5.518,2.245,2.607,1.608,3.995,4.475,1.000,3.106,2.935,2.015,0.621,1.579
PDY00128,institutional_pressure_context,13,2.729,5.493,2.898,1.747,5.960,2.085,2.065,1.000,3.737,4.931,1.809,3.229,3.192,3.500,0.299,1.622
PDY00128,institutional_pressure_context,14,2.729,5.493,2.898,2.790,5.568,2.014,3.700,4.252,4.772,5.745,3.776,3.548,5.212,3.018,0.502,1.178
PDY00128,institutional_pressure_context,15,2.729,5.493,2.898,1.556,7.000,2.687,2.786,1.758,6.831,4.992,2.132,3.189,5.834,2.310,1.113,2.235
PDY00128,institutional_pressure_context,16,2.729,5.493,2.898,2.105,6.322,2.742,3.549,3.751,4.452,4.289,3.330,4.436,4.459,2.543,0.427,1.877
PDY00129,institutional_pressure_context,1,4.479,5.779,2.683,3.823,6.513,2.307,2.490,1.113,2.951,3.181,1.794,3.037,3.559,2.789,0.530,1.660
PDY00129,institutional_pressure_context,2,4.479,5.779,2.683,3.454,7.000,2.274,3.745,1.000,5.072,3.985,2.257,2.781,3.787,1.150,0.296,2.108
PDY00129,institutional_pressure_context,3,4.479,5.779,2.683,3.482,7.000,1.987,4.476,4.029,3.965,4.197,3.116,3.006,5.057,3.153,0.105,2.321
PDY00129,institutional_pressure_context,4,4.479,5.779,2.683,3.221,7.000,1.800,3.944,1.749,4.861,5.394,3.213,2.663,4.301,3.449,0.149,2.004
PDY00129,institutional_pressure_context,5,4.479,5.779,2.683,3.332,7.000,2.850,3.162,2.474,5.241,5.114,1.912,3.420,5.968,3.130,0.387,2.148
PDY00129,institutional_pressure_context,6,4.479,5.779,2.683,3.433,7.000,2.483,3.712,1.000,4.933,5.007,2.725,2.445,4.383,3.710,0.156,1.984
PDY00129,institutional_pressure_context,7,4.479,5.779,2.683,3.312,7.000,1.814,4.114,2.868,5.276,3.437,1.789,2.179,4.437,4.032,0.263,2.241
PDY00129,institutional_pressure_context,8,4.479,5.779,2.683,3.842,7.000,2.120,3.576,2.786,5.994,4.057,2.318,3.079,4.769,2.989,0.279,2.034
PDY00129,institutional_pressure_context,9,4.479,5.779,2.683,3.244,6.760,2.253,3.134,1.906,2.394,5.122,2.108,3.489,4.658,1.000,0.323,2.226
PDY00129,institutional_pressure_context,10,4.479,5.779,2.683,2.617,5.949,2.665,3.827,1.000,3.627,5.370,2.914,4.156,5.277,1.184,0.617,1.843
PDY00129,institutional_pressure_context,11,4.479,5.779,2.683,3.693,6.587,2.428,3.626,2.493,3.317,2.758,2.088,2.829,2.819,3.939,0.650,1.658
PDY00129,institutional_pressure_context,12,4.479,5.779,2.683,3.162,5.756,2.363,4.293,1.999,2.686,4.257,2.579,3.695,3.277,2.945,0.476,1.981
PDY00129,institutional_pressure_context,13,4.479,5.779,2.683,4.015,7.000,2.627,4.622,1.556,5.379,3.288,4.407,3.515,5.039,3.992,0.787,1.704
PDY00129,institutional_pressure_context,14,4.479,5.779,2.683,3.684,5.974,2.443,1.677,1.857,2.440,5.725,1.960,2.903,3.628,2.307,0.514,1.360
PDY00129,institutional_pressure_context,15,4.479,5.779,2.683,3.014,7.000,1.768,2.525,1.837,6.361,5.306,1.525,3.500,5.709,2.485,0.791,2.285
PDY00129,institutional_pressure_context,16,4.479,5.779,2.683,3.531,6.117,2.343,5.003,2.385,4.651,2.837,2.287,1.567,4.358,1.258,0.659,1.927
PDY00130,institutional_pressure_context,1,3.902,5.797,3.613,2.501,6.601,2.819,5.383,2.867,3.647,3.096,3.482,2.523,3.360,2.618,0.618,2.221
PDY00130,institutional_pressure_context,2,3.902,5.797,3.613,3.482,6.659,2.431,4.500,3.799,4.093,5.454,4.009,2.352,2.833,2.449,0.476,1.987
PDY00130,institutional_pressure_context,3,3.902,5.797,3.613,3.149,7.000,2.252,2.680,3.181,4.538,3.400,3.065,2.775,4.145,3.149,0.284,1.793
PDY00130,institutional_pressure_context,4,3.902,5.797,3.613,3.297,7.000,2.341,2.477,2.444,3.009,4.069,1.738,2.348,3.215,3.621,0.079,2.211
PDY00130,institutional_pressure_context,5,3.902,5.797,3.613,2.547,7.000,2.941,1.733,1.944,5.227,3.223,2.523,4.117,4.372,3.426,0.450,2.039
PDY00130,institutional_pressure_context,6,3.902,5.797,3.613,3.228,6.884,2.875,2.616,2.044,4.660,4.713,2.980,2.855,4.583,3.827,0.288,1.912
PDY00130,institutional_pressure_context,7,3.902,5.797,3.613,2.635,5.600,2.718,5.257,2.305,3.929,4.954,2.633,3.341,3.431,2.270,0.678,1.977
PDY00130,institutional_pressure_context,8,3.902,5.797,3.613,2.917,6.992,1.770,5.296,1.391,4.831,4.759,3.023,2.380,4.804,3.805,0.874,2.327
PDY00130,institutional_pressure_context,9,3.902,5.797,3.613,3.167,7.000,1.943,4.680,2.355,5.866,5.333,2.643,3.460,5.144,3.014,0.144,2.454
PDY00130,institutional_pressure_context,10,3.902,5.797,3.613,3.369,6.812,3.502,3.831,3.757,3.488,7.000,4.234,4.768,5.560,2.714,0.650,1.787
PDY00130,institutional_pressure_context,11,3.902,5.797,3.613,3.873,7.000,2.616,2.771,3.288,4.522,3.880,3.144,2.648,5.182,2.855,0.526,1.773
PDY00130,institutional_pressure_context,12,3.902,5.797,3.613,2.478,6.694,3.358,3.653,1.640,3.679,4.410,1.373,3.642,3.832,2.419,0.815,1.489
PDY00130,institutional_pressure_context,13,3.902,5.797,3.613,2.851,5.273,3.258,4.033,1.568,4.028,4.076,1.493,3.574,3.868,2.653,0.631,1.512
PDY00130,institutional_pressure_context,14,3.902,5.797,3.613,3.288,6.461,3.318,2.979,2.366,4.418,4.429,1.639,2.556,4.510,2.833,0.561,1.483
PDY00130,institutional_pressure_context,15,3.902,5.797,3.613,3.680,6.896,2.968,2.855,3.563,5.247,3.342,3.120,2.438,4.502,2.183,0.392,1.847
PDY00130,institutional_pressure_context,16,3.902,5.797,3.613,2.615,7.000,3.381,2.495,2.295,4.326,3.911,2.362,3.150,3.310,1.742,0.527,1.769
PDY00131,institutional_pressure_context,1,3.701,5.979,2.873,2.718,7.000,2.462,3.387,2.464,5.112,4.990,2.952,3.200,4.286,2.704,1.250,2.018
PDY00131,institutional_pressure_context,2,3.701,5.979,2.873,3.322,6.908,2.632,4.011,3.770,5.147,3.738,3.252,1.742,3.557,3.871,0.289,1.904
PDY00131,institutional_pressure_context,3,3.701,5.979,2.873,3.123,7.000,2.706,4.513,1.058,4.084,5.036,2.182,3.244,3.188,3.970,0.122,1.479
PDY00131,institutional_pressure_context,4,3.701,5.979,2.873,3.416,7.000,1.590,4.139,1.518,5.869,2.446,3.056,1.662,4.380,4.077,0.470,2.295
PDY00131,institutional_pressure_context,5,3.701,5.979,2.873,2.352,6.678,3.242,1.295,3.206,3.767,6.114,2.717,4.203,4.417,2.341,1.013,2.044
PDY00131,institutional_pressure_context,6,3.701,5.979,2.873,2.253,7.000,2.050,4.874,2.273,4.616,3.312,2.870,2.382,4.401,3.270,0.537,1.972
PDY00131,institutional_pressure_context,7,3.701,5.979,2.873,1.990,7.000,2.508,2.853,1.614,5.508,3.673,2.474,2.832,4.090,3.898,0.240,2.302
PDY00131,institutional_pressure_context,8,3.701,5.979,2.873,3.546,6.643,1.000,3.968,3.117,3.128,4.852,3.685,1.802,4.441,3.739,1.140,2.175
PDY00131,institutional_pressure_context,9,3.701,5.979,2.873,3.592,7.000,2.318,4.377,2.820,4.072,3.580,3.440,2.041,3.468,3.694,0.573,1.733
PDY00131,institutional_pressure_context,10,3.701,5.979,2.873,3.136,6.984,2.408,1.815,1.474,4.491,4.411,2.388,4.308,4.824,3.428,0.188,1.591
PDY00131,institutional_pressure_context,11,3.701,5.979,2.873,3.283,7.000,2.110,4.192,2.330,4.402,6.419,3.075,4.006,4.904,2.876,0.154,1.722
PDY00131,institutional_pressure_context,12,3.701,5.979,2.873,3.086,7.000,3.030,3.169,1.000,6.263,4.541,2.730,3.047,5.189,1.984,0.372,1.978
PDY00131,institutional_pressure_context,13,3.701,5.979,2.873,2.933,7.000,1.829,4.599,1.256,7.000,4.315,2.548,2.621,4.524,2.432,0.452,2.412
PDY00131,institutional_pressure_context,14,3.701,5.979,2.873,3.600,6.587,1.641,5.125,2.300,4.396,3.524,4.667,2.757,4.865,1.000,0.422,1.540
PDY00131,institutional_pressure_context,15,3.701,5.979,2.873,3.187,7.000,2.511,4.517,1.596,5.723,5.515,3.005,3.766,5.286,2.885,0.565,1.802
PDY00131,institutional_pressure_context,16,3.701,5.979,2.873,2.828,7.000,1.617,4.211,2.541,5.358,3.896,3.454,2.887,4.403,2.972,0.418,2.112
PDY00132,institutional_pressure_context,1,4.667,5.649,2.985,2.373,6.460,3.957,1.917,1.714,4.971,6.335,1.841,3.988,4.292,2.157,1.039,2.817
PDY00132,institutional_pressure_context,2,4.667,5.649,2.985,2.722,7.000,2.192,2.685,2.824,4.245,1.673,2.463,2.393,3.496,2.435,0.884,2.383
PDY00132,institutional_pressure_context,3,4.667,5.649,2.985,3.142,7.000,3.065,3.932,3.941,4.649,5.797,2.933,4.102,4.229,1.949,0.431,1.792
PDY00132,institutional_pressure_context,4,4.667,5.649,2.985,3.257,6.976,2.814,3.411,1.109,3.739,4.361,3.226,3.035,3.567,2.345,0.130,1.837
PDY00132,institutional_pressure_context,5,4.667,5.649,2.985,2.987,5.774,3.413,2.534,1.464,3.036,4.248,2.214,3.495,3.763,3.045,0.690,1.613
PDY00132,institutional_pressure_context,6,4.667,5.649,2.985,3.377,7.000,2.467,4.449,3.062,5.579,4.974,2.569,4.157,5.927,1.000,0.854,1.902
PDY00132,institutional_pressure_context,7,4.667,5.649,2.985,3.667,6.250,2.153,3.180,4.151,2.185,3.091,2.805,2.114,3.396,2.849,0.451,2.045
PDY00132,institutional_pressure_context,8,4.667,5.649,2.985,3.742,7.000,2.439,2.730,3.370,5.793,4.908,1.991,3.163,4.331,2.470,0.370,2.047
PDY00132,institutional_pressure_context,9,4.667,5.649,2.985,3.679,7.000,2.034,4.104,1.667,6.464,3.654,1.821,3.234,5.867,3.127,0.156,2.224
PDY00132,institutional_pressure_context,10,4.667,5.649,2.985,4.096,6.862,3.121,2.450,2.125,4.671,4.624,1.979,3.127,5.399,2.382,0.547,1.530
PDY00132,institutional_pressure_context,11,4.667,5.649,2.985,3.120,7.000,3.307,3.296,1.601,5.047,3.578,1.591,2.355,4.168,3.021,0.434,2.301
PDY00132,institutional_pressure_context,12,4.667,5.649,2.985,3.582,7.000,1.890,3.910,3.822,5.991,2.918,3.175,2.276,3.440,3.244,0.627,2.516
PDY00132,institutional_pressure_context,13,4.667,5.649,2.985,4.351,7.000,2.745,2.897,2.726,5.677,3.432,1.978,3.899,4.365,2.614,0.542,1.490
PDY00132,institutional_pressure_context,14,4.667,5.649,2.985,3.304,7.000,2.410,2.993,3.211,4.113,2.970,2.121,2.706,5.180,3.187,0.461,1.854
PDY00132,institutional_pressure_context,15,4.667,5.649,2.985,3.386,7.000,1.933,4.122,2.873,4.555,3.795,3.579,2.682,4.543,2.321,0.186,2.504
PDY00132,institutional_pressure_context,16,4.667,5.649,2.985,3.834,7.000,2.746,4.234,3.018,4.469,5.868,2.621,3.248,5.024,2.823,0.420,1.995
PDY00133,institutional_pressure_context,1,3.296,3.687,5.632,2.852,3.534,5.805,3.923,3.813,3.759,3.718,2.339,2.955,3.287,3.048,0.334,1.239
PDY00133,institutional_pressure_context,2,3.296,3.687,5.632,2.342,4.191,6.214,3.922,1.000,4.829,5.313,2.836,3.187,5.807,1.489,0.525,1.948
PDY00133,institutional_pressure_context,3,3.296,3.687,5.632,2.350,4.463,5.627,2.658,1.517,4.125,4.655,2.055,4.443,3.844,4.851,0.289,1.681
PDY00133,institutional_pressure_context,4,3.296,3.687,5.632,2.106,4.556,5.209,3.378,3.034,5.120,3.748,2.773,3.308,4.510,3.216,0.252,1.756
PDY00133,institutional_pressure_context,5,3.296,3.687,5.632,2.636,4.965,5.541,4.860,3.685,5.313,3.247,3.403,2.994,4.108,1.797,0.423,1.556
PDY00133,institutional_pressure_context,6,3.296,3.687,5.632,1.256,4.068,6.915,2.189,2.950,2.617,6.008,1.787,5.402,5.058,1.959,1.217,2.208
PDY00133,institutional_pressure_context,7,3.296,3.687,5.632,2.752,4.606,5.477,4.394,3.364,4.019,2.831,3.310,2.929,4.032,2.806,1.157,1.393
PDY00133,institutional_pressure_context,8,3.296,3.687,5.632,2.521,4.758,5.295,3.015,1.099,5.143,3.511,2.292,3.509,3.867,2.247,0.188,1.893
PDY00133,institutional_pressure_context,9,3.296,3.687,5.632,2.724,4.376,6.307,3.064,2.590,5.882,4.450,3.702,4.143,4.943,3.374,0.532,1.677
PDY00133,institutional_pressure_context,10,3.296,3.687,5.632,2.011,5.016,6.539,1.774,1.000,6.368,5.915,1.927,4.231,6.548,2.857,0.528,2.552
PDY00133,institutional_pressure_context,11,3.296,3.687,5.632,2.281,4.648,6.964,2.404,3.200,4.888,5.421,2.070,4.035,3.720,2.382,0.354,2.125
PDY00133,institutional_pressure_context,12,3.296,3.687,5.632,2.034,3.575,6.488,3.141,1.461,4.662,3.733,1.608,2.677,3.910,2.834,0.599,2.235
PDY00133,institutional_pressure_context,13,3.296,3.687,5.632,2.678,4.046,5.351,2.145,2.648,5.553,3.132,1.129,3.619,5.242,2.756,0.751,1.431
PDY00133,institutional_pressure_context,14,3.296,3.687,5.632,2.654,5.586,4.974,2.982,1.006,5.399,3.140,2.229,2.786,4.327,4.534,0.647,2.228
PDY00133,institutional_pressure_context,15,3.296,3.687,5.632,2.586,4.161,6.676,1.000,2.936,2.834,5.738,2.415,4.512,3.724,4.142,1.065,2.032
PDY00133,institutional_pressure_context,16,3.296,3.687,5.632,2.046,4.137,5.277,3.833,2.990,4.723,3.171,2.561,3.386,5.011,2.455,0.655,1.773
PDY00134,institutional_pressure_context,1,2.911,3.988,5.837,2.307,4.703,5.390,2.694,1.000,6.011,3.873,2.450,3.280,4.289,3.775,0.623,1.866
PDY00134,institutional_pressure_context,2,2.911,3.988,5.837,2.355,4.131,6.430,2.683,1.222,3.572,5.134,1.780,4.657,5.494,3.310,0.553,1.703
PDY00134,institutional_pressure_context,3,2.911,3.988,5.837,1.663,4.375,5.523,2.990,2.840,4.577,4.681,1.494,2.386,4.200,3.792,0.614,1.602
PDY00134,institutional_pressure_context,4,2.911,3.988,5.837,2.043,3.951,7.000,1.881,5.080,3.454,6.336,2.662,5.291,5.512,2.152,0.760,2.053
PDY00134,institutional_pressure_context,5,2.911,3.988,5.837,1.356,3.288,6.369,2.273,1.219,3.435,4.190,1.836,3.136,2.815,3.499,0.660,2.083
PDY00134,institutional_pressure_context,6,2.911,3.988,5.837,1.657,4.494,5.823,3.763,1.686,3.548,3.796,2.952,2.836,3.225,5.028,0.684,1.238
PDY00134,institutional_pressure_context,7,2.911,3.988,5.837,1.961,5.418,7.000,2.060,1.368,5.721,6.162,2.786,4.856,5.267,3.814,0.801,2.231
PDY00134,institutional_pressure_context,8,2.911,3.988,5.837,2.053,4.941,6.437,3.455,1.249,4.919,4.272,2.149,3.888,4.012,4.040,0.377,1.588
PDY00134,institutional_pressure_context,9,2.911,3.988,5.837,2.242,4.507,7.000,3.555,4.744,4.053,4.436,2.395,4.584,4.578,3.481,0.395,1.871
PDY00134,institutional_pressure_context,10,2.911,3.988,5.837,1.656,4.436,6.627,3.336,3.832,4.871,3.899,1.832,3.825,3.869,2.967,0.343,1.545
PDY00134,institutional_pressure_context,11,2.911,3.988,5.837,1.523,4.450,5.405,2.000,2.331,5.653,3.755,1.609,3.339,4.640,2.945,0.456,1.746
PDY00134,institutional_pressure_context,12,2.911,3.988,5.837,2.599,4.460,5.226,4.050,1.000,6.147,3.836,2.488,2.722,4.435,3.856,0.422,2.000
PDY00134,institutional_pressure_context,13,2.911,3.988,5.837,2.310,4.731,5.364,2.205,1.823,3.874,3.432,2.198,2.983,3.356,2.523,0.232,1.692
PDY00134,institutional_pressure_context,14,2.911,3.988,5.837,2.585,4.087,6.015,4.178,1.000,4.250,4.625,1.821,3.694,3.726,2.646,0.524,1.285
PDY00134,institutional_pressure_context,15,2.911,3.988,5.837,2.315,4.467,5.504,2.997,2.700,3.305,3.776,2.534,2.510,4.019,3.070,0.387,1.683
PDY00134,institutional_pressure_context,16,2.911,3.988,5.837,1.937,4.533,5.120,3.848,2.120,6.382,3.851,3.209,2.612,4.396,3.796,0.276,2.258
PDY00135,institutional_pressure_context,1,3.430,3.893,5.084,3.189,4.737,5.590,4.710,1.392,5.626,5.216,2.391,3.681,4.381,2.433,0.684,1.745
PDY00135,institutional_pressure_context,2,3.430,3.893,5.084,2.420,4.347,6.675,1.050,2.366,4.857,5.796,1.000,5.189,4.754,1.342,0.748,2.447
PDY00135,institutional_pressure_context,3,3.430,3.893,5.084,2.074,3.695,6.697,3.390,2.833,2.266,6.054,3.015,3.718,4.019,2.980,0.340,2.462
PDY00135,institutional_pressure_context,4,3.430,3.893,5.084,2.419,4.299,6.261,4.279,2.722,4.041,4.238,2.001,3.566,4.013,2.314,0.462,1.819
PDY00135,institutional_pressure_context,5,3.430,3.893,5.084,2.639,4.112,5.471,3.651,3.837,4.018,4.631,2.827,4.095,4.342,4.162,0.399,1.294
PDY00135,institutional_pressure_context,6,3.430,3.893,5.084,2.596,3.830,6.057,3.168,1.162,4.442,4.572,1.563,3.250,4.070,3.336,0.304,1.365
PDY00135,institutional_pressure_context,7,3.430,3.893,5.084,2.718,3.994,6.615,4.202,2.026,3.435,5.568,2.127,4.535,5.093,1.395,0.281,1.988
PDY00135,institutional_pressure_context,8,3.430,3.893,5.084,2.542,4.499,5.578,3.870,1.598,3.531,3.808,1.646,2.112,2.866,3.682,0.573,1.544
PDY00135,institutional_pressure_context,9,3.430,3.893,5.084,3.019,5.155,4.839,4.581,1.776,6.362,2.535,2.952,2.678,4.223,2.422,0.624,2.299
PDY00135,institutional_pressure_context,10,3.430,3.893,5.084,2.692,4.155,4.796,2.689,2.799,3.522,3.224,2.219,3.188,3.635,3.087,0.457,1.548
PDY00135,institutional_pressure_context,11,3.430,3.893,5.084,3.771,4.947,5.399,2.852,1.872,5.740,3.890,2.371,3.453,3.507,3.283,0.825,1.705
PDY00135,institutional_pressure_context,12,3.430,3.893,5.084,2.628,4.312,4.469,2.787,2.402,4.624,2.313,1.806,3.222,4.017,2.802,0.903,1.833
PDY00135,institutional_pressure_context,13,3.430,3.893,5.084,2.357,4.202,5.219,2.424,1.867,4.600,4.828,1.132,3.899,5.723,2.828,0.377,1.657
PDY00135,institutional_pressure_context,14,3.430,3.893,5.084,2.608,4.010,5.106,3.326,1.658,4.171,4.440,1.587,3.372,3.429,1.585,0.185,1.738
