person_id,occasion,situation_type,behavior_score,trait_score,situation_strength,trait_x_situation,observed_regulation,contextual_constraint
PER00705,12,quiet_work,3.481,3.639,3.335,1.734,3.680,6.278
PER00705,13,public_presentation,5.028,3.210,6.717,3.080,4.148,5.003
PER00705,14,public_presentation,3.527,2.944,5.593,2.353,3.596,5.106
PER00706,1,quiet_work,4.999,4.470,3.349,2.139,5.202,5.958
PER00706,2,family_obligation,4.463,4.547,4.680,3.040,3.631,4.566
PER00706,3,creative_exploration,4.663,4.263,4.592,2.796,4.376,2.414
PER00706,4,creative_exploration,4.483,3.975,2.862,1.625,3.783,2.848
PER00706,5,public_presentation,3.823,3.456,5.993,2.959,3.796,4.810
PER00706,6,public_presentation,4.475,3.972,4.681,2.656,4.574,4.742
PER00706,7,family_obligation,3.827,3.897,4.708,2.621,3.785,4.785
PER00706,8,public_presentation,4.143,3.648,5.397,2.813,4.277,5.302
PER00706,9,deadline_pressure,4.257,3.996,4.569,2.608,3.320,4.960
PER00706,10,team_meeting,5.304,4.198,4.382,2.628,4.824,4.798
PER00706,11,deadline_pressure,3.993,4.127,5.591,3.296,3.773,5.428
PER00706,12,deadline_pressure,4.789,3.740,5.575,2.979,4.113,5.205
PER00706,13,social_event,4.192,4.119,5.298,3.118,2.670,3.073
PER00706,14,social_event,4.380,4.352,4.259,2.648,4.345,3.029
PER00707,1,family_obligation,4.291,4.758,4.373,2.973,3.845,4.448
PER00707,2,team_meeting,3.831,4.516,4.410,2.845,3.673,4.252
PER00707,3,public_presentation,4.658,4.265,5.791,3.528,4.407,6.064
PER00707,4,quiet_work,3.755,3.969,4.301,2.439,2.768,5.056
PER00707,5,family_obligation,5.240,5.028,4.103,2.947,3.900,4.520
PER00707,6,creative_exploration,4.414,4.398,4.141,2.602,3.718,2.106
PER00707,7,public_presentation,4.966,4.466,4.798,3.061,4.074,4.674
PER00707,8,team_meeting,4.850,4.164,4.333,2.577,4.388,4.930
PER00707,9,deadline_pressure,4.827,4.268,4.915,2.996,4.254,6.399
PER00707,10,social_event,4.272,4.550,3.354,2.180,3.767,3.845
PER00707,11,family_obligation,5.037,5.330,4.370,3.327,3.604,5.370
PER00707,12,ambiguous_conflict,4.913,4.295,4.330,2.657,3.578,3.056
PER00707,13,quiet_work,4.507,4.429,3.366,2.130,4.281,6.165
PER00707,14,ambiguous_conflict,3.683,4.416,4.249,2.680,3.226,3.884
PER00708,1,family_obligation,3.362,2.810,4.702,1.888,3.084,4.581
PER00708,2,quiet_work,3.548,2.587,4.039,1.493,4.152,6.338
PER00708,3,quiet_work,2.868,2.698,3.765,1.451,4.071,6.126
PER00708,4,deadline_pressure,4.413,3.053,4.468,1.949,3.864,5.661
PER00708,5,team_meeting,3.780,2.788,4.435,1.766,3.463,4.235
PER00708,6,ambiguous_conflict,2.773,3.108,3.729,1.656,3.003,2.920
PER00708,7,team_meeting,4.075,2.875,4.751,1.951,3.298,4.614
PER00708,8,ambiguous_conflict,3.124,2.880,4.208,1.731,2.246,4.146
PER00708,9,ambiguous_conflict,3.455,2.770,3.314,1.311,3.154,4.179
PER00708,10,public_presentation,4.880,2.891,6.082,2.512,3.594,5.059
PER00708,11,creative_exploration,3.629,3.180,3.820,1.735,2.804,2.772
PER00708,12,quiet_work,2.573,2.616,3.065,1.145,4.157,5.671
PER00708,13,family_obligation,3.237,3.465,4.444,2.200,3.567,4.931
PER00708,14,public_presentation,3.191,2.346,5.297,1.776,3.744,5.868
PER00709,1,creative_exploration,3.367,4.321,3.976,2.455,3.039,2.286
PER00709,2,quiet_work,3.696,3.676,2.543,1.336,3.804,6.104
PER00709,3,family_obligation,4.800,3.703,4.271,2.259,4.111,5.075
PER00709,4,family_obligation,3.859,4.325,5.266,3.253,3.741,3.866
PER00709,5,deadline_pressure,4.097,3.410,6.066,2.955,3.317,6.180
PER00709,6,deadline_pressure,4.100,3.250,4.951,2.299,3.792,5.814
PER00709,7,ambiguous_conflict,4.910,3.640,4.958,2.578,3.341,3.781
PER00709,8,creative_exploration,3.866,4.318,3.649,2.251,3.842,2.595
PER00709,9,public_presentation,3.662,3.799,4.719,2.561,4.227,4.871
PER00709,10,creative_exploration,4.559,4.160,3.661,2.176,3.386,2.841
PER00709,11,team_meeting,4.935,4.348,5.289,3.285,3.343,3.869
PER00709,12,ambiguous_conflict,4.935,4.192,4.184,2.506,3.537,3.202
PER00709,13,public_presentation,4.532,3.956,5.995,3.388,3.393,4.853
PER00709,14,ambiguous_conflict,4.425,4.208,5.184,3.116,3.327,2.790
PER00710,1,quiet_work,4.488,4.876,4.114,2.866,4.441,6.084
PER00710,2,social_event,4.383,4.637,3.864,2.560,3.937,2.175
PER00710,3,public_presentation,4.220,3.800,6.084,3.303,5.202,5.633
PER00710,4,family_obligation,4.838,4.842,4.771,3.301,4.644,3.788
PER00710,5,quiet_work,3.822,3.931,2.456,1.379,4.419,7.000
PER00710,6,team_meeting,4.619,4.376,4.939,3.088,3.963,3.788
PER00710,7,team_meeting,4.751,3.848,4.635,2.548,4.630,4.525
PER00710,8,public_presentation,5.133,4.452,5.202,3.308,4.135,5.667
PER00710,9,ambiguous_conflict,3.292,4.441,5.227,3.316,3.776,4.203
PER00710,10,creative_exploration,2.992,4.545,2.948,1.914,3.799,2.281
PER00710,11,social_event,3.639,3.899,3.948,2.199,4.130,1.941
PER00710,12,public_presentation,5.682,4.499,5.924,3.807,3.369,4.463
PER00710,13,ambiguous_conflict,4.142,4.483,3.636,2.329,4.887,3.618
PER00710,14,public_presentation,4.818,4.924,5.623,3.955,4.709,4.349
PER00711,1,social_event,4.597,3.347,4.709,2.251,2.294,2.267
PER00711,2,public_presentation,4.160,2.329,6.207,2.065,2.283,4.821
PER00711,3,quiet_work,2.722,3.153,3.914,1.763,3.006,5.510
PER00711,4,social_event,3.686,2.968,3.970,1.683,3.187,2.559
PER00711,5,deadline_pressure,3.520,2.902,5.177,2.147,3.256,5.456
PER00711,6,creative_exploration,4.258,2.931,3.375,1.413,2.798,1.947
PER00711,7,ambiguous_conflict,4.496,3.236,4.933,2.281,1.801,3.525
PER00711,8,ambiguous_conflict,3.266,2.766,4.510,1.782,3.563,3.564
PER00711,9,public_presentation,4.284,3.271,5.324,2.488,2.974,4.011
PER00711,10,quiet_work,3.050,2.752,4.576,1.799,4.281,5.998
PER00711,11,deadline_pressure,4.770,3.414,5.195,2.534,3.141,4.754
PER00711,12,family_obligation,3.172,2.652,3.208,1.215,3.368,5.243
PER00711,13,family_obligation,3.850,2.623,5.535,2.074,3.247,4.611
PER00711,14,quiet_work,3.836,3.321,3.266,1.550,3.844,6.513
PER00712,1,ambiguous_conflict,4.593,3.537,4.508,2.278,5.171,3.395
PER00712,2,deadline_pressure,5.002,4.434,5.290,3.351,5.123,5.310
PER00712,3,public_presentation,4.921,4.521,6.198,4.003,4.371,4.401
PER00712,4,deadline_pressure,4.171,3.790,3.636,1.969,4.786,5.097
PER00712,5,deadline_pressure,5.998,4.102,5.934,3.477,4.947,6.321
PER00712,6,creative_exploration,4.618,3.854,5.065,2.789,3.522,2.015
PER00712,7,public_presentation,4.401,4.444,5.210,3.308,4.597,5.334
PER00712,8,creative_exploration,3.722,4.340,2.897,1.796,4.023,2.019
PER00712,9,social_event,3.498,4.591,3.733,2.448,4.714,3.569
PER00712,10,social_event,4.330,3.689,4.261,2.245,5.130,2.916
PER00712,11,ambiguous_conflict,5.030,4.726,4.357,2.941,4.025,3.270
PER00712,12,social_event,5.297,3.604,5.098,2.625,4.413,3.225
PER00712,13,quiet_work,3.755,3.760,3.607,1.937,5.009,5.919
PER00712,14,public_presentation,5.085,4.666,5.804,3.869,4.377,5.238
PER00713,1,family_obligation,4.499,4.735,4.183,2.830,4.377,4.224
PER00713,2,social_event,4.754,3.911,4.350,2.430,3.836,3.361
PER00713,3,ambiguous_conflict,4.986,5.169,3.881,2.866,3.747,3.343
PER00713,4,quiet_work,3.283,4.314,3.113,1.919,4.793,5.861
PER00713,5,family_obligation,4.582,3.910,4.438,2.478,4.138,4.650
PER00713,6,creative_exploration,3.727,4.076,3.350,1.951,3.993,2.368
PER00713,7,team_meeting,4.582,4.510,3.641,2.346,3.501,4.194
PER00713,8,social_event,4.965,4.278,4.456,2.723,3.938,2.790
PER00713,9,quiet_work,4.256,4.046,2.777,1.605,4.563,5.247
PER00713,10,creative_exploration,3.505,4.492,2.851,1.829,2.895,2.942
PER00713,11,public_presentation,3.697,3.612,4.070,2.100,3.752,5.233
PER00713,12,deadline_pressure,3.890,4.861,4.629,3.214,3.889,5.703
PER00713,13,team_meeting,4.412,4.765,5.271,3.588,3.219,4.102
PER00713,14,creative_exploration,4.001,4.792,4.370,2.992,3.327,2.709
PER00714,1,deadline_pressure,3.833,3.544,4.757,2.408,4.083,5.909
PER00714,2,creative_exploration,4.735,4.218,4.521,2.724,4.386,2.373
PER00714,3,social_event,4.011,3.727,4.455,2.372,3.474,1.649
PER00714,4,team_meeting,4.058,3.810,4.615,2.512,4.984,3.894
PER00714,5,quiet_work,3.951,4.010,4.292,2.459,3.838,4.755
PER00714,6,team_meeting,4.952,3.298,4.983,2.347,4.502,4.601
PER00714,7,deadline_pressure,3.751,3.050,4.880,2.127,4.185,5.678
PER00714,8,social_event,3.943,2.837,3.689,1.495,4.021,2.761
PER00714,9,creative_exploration,4.076,4.450,3.288,2.091,3.648,1.921
PER00714,10,deadline_pressure,3.832,3.354,5.771,2.765,4.251,5.486
PER00714,11,public_presentation,4.879,2.689,4.484,1.723,5.034,5.385
PER00714,12,deadline_pressure,4.099,3.950,5.042,2.845,3.593,4.919
PER00714,13,ambiguous_conflict,4.172,4.159,4.166,2.475,4.326,3.980
PER00714,14,social_event,2.749,3.076,3.810,1.674,4.440,3.109
PER00715,1,creative_exploration,3.810,4.029,4.021,2.314,4.178,2.992
PER00715,2,family_obligation,4.151,4.061,5.076,2.945,4.900,5.216
PER00715,3,public_presentation,4.295,4.142,5.006,2.962,3.934,6.086
PER00715,4,team_meeting,3.645,3.332,4.428,2.108,3.702,3.457
PER00715,5,team_meeting,4.533,4.210,6.041,3.633,3.701,3.931
PER00715,6,team_meeting,4.848,4.243,4.664,2.828,4.220,4.923
PER00715,7,creative_exploration,2.596,3.924,2.909,1.631,2.819,3.160
PER00715,8,public_presentation,4.299,3.128,5.324,2.379,3.742,4.035
PER00715,9,public_presentation,5.832,4.592,5.038,3.305,4.459,5.610
PER00715,10,quiet_work,4.026,4.322,3.040,1.877,4.082,5.454
PER00715,11,quiet_work,3.957,4.307,4.855,2.987,4.905,6.203
PER00715,12,family_obligation,4.167,4.283,3.991,2.442,3.809,4.633
PER00715,13,creative_exploration,4.210,4.385,3.547,2.222,4.405,2.824
PER00715,14,public_presentation,4.975,3.887,5.472,3.038,3.941,5.433
PER00716,1,social_event,4.749,4.079,5.184,3.020,3.524,3.067
PER00716,2,social_event,4.641,3.304,4.774,2.253,3.779,3.169
PER00716,3,public_presentation,4.874,3.377,6.550,3.160,3.432,4.909
PER00716,4,family_obligation,3.944,3.202,5.160,2.360,2.982,4.616
PER00716,5,creative_exploration,3.635,3.744,3.374,1.804,3.414,2.451
PER00716,6,deadline_pressure,3.670,2.989,4.204,1.795,4.617,6.073
PER00716,7,quiet_work,3.523,3.284,4.357,2.044,4.114,5.925
PER00716,8,creative_exploration,4.055,3.695,3.714,1.961,3.302,3.122
PER00716,9,ambiguous_conflict,3.220,3.976,3.284,1.866,3.120,3.734
PER00716,10,family_obligation,3.391,3.667,3.872,2.028,3.979,6.210
PER00716,11,public_presentation,4.696,3.007,6.628,2.848,3.947,4.433
PER00716,12,deadline_pressure,5.003,3.437,5.338,2.621,3.425,5.430
PER00716,13,social_event,3.901,3.603,3.338,1.718,3.224,2.561
PER00716,14,creative_exploration,3.602,2.661,4.646,1.766,3.593,2.899
PER00717,1,quiet_work,4.986,4.850,4.538,3.144,5.794,6.369
PER00717,2,deadline_pressure,4.550,4.781,5.118,3.495,4.798,6.451
PER00717,3,public_presentation,5.350,5.102,6.464,4.711,3.958,4.148
PER00717,4,ambiguous_conflict,4.254,4.286,3.396,2.079,4.105,3.118
PER00717,5,quiet_work,3.887,4.663,3.548,2.364,4.399,5.957
PER00717,6,ambiguous_conflict,2.834,3.783,3.171,1.714,3.887,3.589
PER00717,7,family_obligation,4.217,4.899,3.909,2.735,4.138,3.987
PER00717,8,team_meeting,4.402,5.314,4.488,3.407,3.315,4.246
PER00717,9,social_event,4.928,4.117,3.587,2.110,3.971,2.424
PER00717,10,deadline_pressure,4.956,5.029,6.187,4.445,4.005,6.433
PER00717,11,social_event,4.229,3.612,5.622,2.901,3.183,3.475
PER00717,12,quiet_work,4.470,4.338,3.994,2.475,3.448,5.578
PER00717,13,quiet_work,3.300,4.975,3.820,2.715,3.979,5.824
PER00717,14,family_obligation,4.974,4.337,4.832,2.994,4.997,4.350
PER00718,1,creative_exploration,4.098,3.520,3.124,1.571,3.316,1.926
PER00718,2,deadline_pressure,4.393,4.165,4.385,2.609,2.799,5.218
PER00718,3,family_obligation,4.469,3.404,4.680,2.276,3.598,3.180
PER00718,4,social_event,5.000,4.111,4.895,2.875,3.457,2.950
PER00718,5,social_event,3.007,3.709,4.112,2.179,3.930,3.057
PER00718,6,family_obligation,4.263,4.195,3.753,2.249,4.307,5.465
PER00718,7,public_presentation,4.716,3.672,5.984,3.139,4.347,4.726
PER00718,8,public_presentation,4.332,3.473,5.900,2.927,3.767,5.560
PER00718,9,ambiguous_conflict,4.264,3.901,3.839,2.140,3.340,4.099
PER00718,10,ambiguous_conflict,4.143,4.243,4.931,2.989,4.288,4.276
PER00718,11,deadline_pressure,3.918,3.434,6.203,3.043,4.443,5.518
PER00718,12,team_meeting,4.111,3.472,3.530,1.751,3.658,4.163
PER00718,13,creative_exploration,4.471,3.833,4.385,2.401,3.959,1.998
PER00718,14,family_obligation,4.548,3.748,5.486,2.937,3.536,5.568
PER00719,1,deadline_pressure,4.571,3.997,5.352,3.056,4.890,5.360
PER00719,2,team_meeting,4.618,4.371,4.130,2.579,4.217,4.092
PER00719,3,team_meeting,4.529,3.575,4.912,2.509,4.546,4.201
PER00719,4,ambiguous_conflict,4.358,4.275,4.467,2.728,3.058,2.631
PER00719,5,public_presentation,4.092,3.135,5.771,2.585,3.983,4.408
PER00719,6,family_obligation,4.292,3.484,5.798,2.886,3.492,4.968
PER00719,7,quiet_work,3.684,3.980,3.792,2.156,3.847,5.062
PER00719,8,team_meeting,5.468,3.788,4.529,2.451,4.581,3.428
PER00719,9,quiet_work,3.883,3.781,4.449,2.403,3.513,5.240
PER00719,10,public_presentation,3.693,3.958,5.873,3.321,3.654,4.814
PER00719,11,quiet_work,4.538,4.012,3.977,2.280,4.572,5.887
PER00719,12,creative_exploration,4.348,4.296,2.792,1.713,3.369,1.629
PER00719,13,social_event,3.819,4.057,3.114,1.805,3.446,2.922
PER00719,14,public_presentation,4.438,4.066,5.174,3.006,4.105,4.611
PER00720,1,creative_exploration,2.811,3.870,2.453,1.357,3.607,1.614
PER00720,2,family_obligation,3.439,3.442,3.137,1.542,4.572,4.722
PER00720,3,social_event,3.954,4.159,3.877,2.304,3.670,2.396
PER00720,4,quiet_work,4.019,3.763,3.617,1.945,4.183,6.780
PER00720,5,deadline_pressure,4.416,4.066,4.716,2.739,3.867,5.315
PER00720,6,team_meeting,4.460,4.278,4.816,2.943,3.703,5.128
PER00720,7,deadline_pressure,3.884,4.673,4.320,2.884,3.668,5.233
PER00720,8,deadline_pressure,4.467,3.867,4.783,2.642,4.965,5.111
PER00720,9,deadline_pressure,4.685,4.164,4.959,2.950,5.071,4.520
PER00720,10,family_obligation,4.750,4.493,5.106,3.278,3.889,4.521
PER00720,11,social_event,4.276,3.544,4.420,2.238,3.866,2.452
PER00720,12,ambiguous_conflict,3.284,4.872,3.440,2.394,3.929,3.682
PER00720,13,family_obligation,4.675,4.468,5.125,3.272,5.095,5.721
PER00720,14,ambiguous_conflict,3.919,4.408,4.712,2.968,4.873,3.664
PER00721,1,quiet_work,3.507,3.402,3.602,1.751,2.911,4.978
PER00721,2,family_obligation,3.478,2.798,5.175,2.068,2.837,4.942
PER00721,3,social_event,4.631,3.577,5.231,2.673,2.311,2.075
PER00721,4,family_obligation,3.880,2.439,4.530,1.579,3.002,5.269
PER00721,5,social_event,3.878,3.275,5.349,2.503,2.052,3.245
PER00721,6,team_meeting,3.597,2.034,5.121,1.488,4.159,4.400
PER00721,7,team_meeting,2.941,3.065,4.189,1.834,2.948,4.632
PER00721,8,team_meeting,4.007,2.829,4.834,1.954,2.731,4.175
PER00721,9,public_presentation,3.746,2.706,6.449,2.493,3.279,5.683
PER00721,10,creative_exploration,4.046,3.523,4.570,2.300,1.770,2.481
PER00721,11,social_event,3.527,3.044,4.833,2.102,2.715,3.013
PER00721,12,ambiguous_conflict,3.711,3.299,4.731,2.230,3.494,2.193
PER00721,13,social_event,4.186,3.321,4.967,2.356,1.720,2.236
PER00721,14,ambiguous_conflict,3.657,3.483,3.333,1.658,2.294,3.847
PER00722,1,deadline_pressure,5.227,4.884,5.061,3.531,4.625,5.621
PER00722,2,social_event,5.024,4.987,3.682,2.623,4.759,2.295
PER00722,3,deadline_pressure,4.981,4.853,4.905,3.401,5.818,6.091
PER00722,4,creative_exploration,3.991,4.423,3.538,2.236,4.984,2.300
PER00722,5,social_event,4.362,5.277,3.782,2.851,3.799,2.774
PER00722,6,public_presentation,5.566,4.745,5.073,3.438,4.790,5.583
PER00722,7,team_meeting,4.860,4.937,5.160,3.640,4.245,4.603
PER00722,8,team_meeting,4.870,4.137,4.407,2.604,4.266,3.633
PER00722,9,family_obligation,4.621,4.799,4.198,2.879,5.665,5.423
PER00722,10,public_presentation,4.406,4.216,4.993,3.007,5.025,4.104
PER00722,11,ambiguous_conflict,4.783,5.245,2.539,1.903,5.496,3.932
PER00722,12,social_event,4.764,5.330,4.629,3.525,5.116,2.326
PER00722,13,creative_exploration,4.169,5.350,2.514,1.921,3.735,2.282
PER00722,14,creative_exploration,4.889,4.941,4.333,3.058,3.807,2.048
PER00723,1,team_meeting,4.174,2.442,4.931,1.720,3.377,3.533
PER00723,2,social_event,3.833,2.875,4.654,1.911,3.315,2.825
PER00723,3,team_meeting,3.125,3.381,4.861,2.348,3.055,4.337
PER00723,4,public_presentation,5.129,3.427,7.000,3.427,3.807,4.424
PER00723,5,team_meeting,3.028,3.850,3.400,1.870,2.994,3.880
PER00723,6,family_obligation,3.388,2.466,5.455,1.922,3.177,4.037
PER00723,7,family_obligation,3.748,3.132,5.554,2.485,3.581,5.707
PER00723,8,team_meeting,3.038,2.611,4.302,1.605,3.871,5.655
PER00723,9,quiet_work,2.764,3.010,3.526,1.516,3.863,5.311
PER00723,10,ambiguous_conflict,4.836,3.667,5.136,2.690,2.773,3.282
PER00723,11,family_obligation,3.392,3.484,3.898,1.940,4.059,5.171
PER00723,12,family_obligation,4.242,3.235,4.400,2.034,2.947,5.265
PER00723,13,ambiguous_conflict,2.860,2.569,3.883,1.425,2.924,3.798
PER00723,14,quiet_work,3.960,3.235,4.036,1.865,3.308,5.190
PER00724,1,social_event,3.914,3.796,3.118,1.691,3.855,3.436
PER00724,2,creative_exploration,4.091,4.392,3.949,2.478,3.361,3.051
PER00724,3,family_obligation,5.117,4.651,4.356,2.895,3.384,3.677
PER00724,4,public_presentation,4.563,4.704,5.048,3.392,3.831,5.479
PER00724,5,ambiguous_conflict,4.002,4.690,3.519,2.357,2.863,4.205
PER00724,6,ambiguous_conflict,4.825,3.992,4.952,2.824,3.942,4.005
PER00724,7,quiet_work,3.460,3.958,4.078,2.306,4.104,6.312
PER00724,8,deadline_pressure,4.940,4.703,5.769,3.876,3.997,5.572
PER00724,9,public_presentation,4.796,4.142,5.394,3.192,3.466,5.376
PER00724,10,team_meeting,4.144,4.548,4.049,2.631,3.023,5.302
PER00724,11,quiet_work,3.882,4.253,4.573,2.779,3.021,6.491
PER00724,12,ambiguous_conflict,4.369,4.222,4.609,2.780,3.566,4.394
PER00724,13,family_obligation,4.646,4.513,5.010,3.230,3.418,4.206
PER00724,14,creative_exploration,4.408,4.490,3.978,2.551,3.942,2.598
PER00725,1,public_presentation,4.034,3.888,4.988,2.771,3.287,4.559
PER00725,2,team_meeting,3.843,4.187,3.965,2.371,4.561,5.037
PER00725,3,team_meeting,3.750,3.454,4.789,2.363,3.316,4.123
PER00725,4,family_obligation,2.715,3.493,4.036,2.014,3.715,5.799
PER00725,5,public_presentation,4.995,3.979,6.712,3.816,2.832,3.653
PER00725,6,ambiguous_conflict,4.041,3.161,4.712,2.128,2.866,3.892
PER00725,7,quiet_work,3.109,4.031,2.853,1.643,4.406,5.488
PER00725,8,family_obligation,3.513,3.670,5.116,2.682,3.740,4.911
PER00725,9,quiet_work,3.592,3.307,3.113,1.470,2.965,4.380
PER00725,10,deadline_pressure,3.804,3.745,5.018,2.685,3.724,5.469
PER00725,11,deadline_pressure,4.064,3.348,5.161,2.468,4.069,6.488
PER00725,12,social_event,3.886,3.188,5.243,2.388,3.364,2.820
PER00725,13,quiet_work,3.704,3.443,4.046,1.990,3.584,4.875
PER00725,14,creative_exploration,2.445,3.186,3.307,1.505,3.881,2.327
PER00726,1,social_event,5.589,4.964,4.593,3.257,3.892,2.621
PER00726,2,creative_exploration,5.201,4.658,4.589,3.054,3.114,2.389
PER00726,3,family_obligation,4.678,4.068,4.916,2.857,3.504,4.243
PER00726,4,family_obligation,4.175,3.123,4.590,2.048,3.953,5.271
PER00726,5,deadline_pressure,4.443,3.891,5.506,3.061,4.262,4.774
PER00726,6,quiet_work,3.659,3.712,3.981,2.111,4.104,5.178
PER00726,7,public_presentation,5.051,4.067,4.891,2.842,4.796,5.336
PER00726,8,social_event,4.483,4.013,4.023,2.306,3.158,2.996
PER00726,9,ambiguous_conflict,5.507,4.352,4.699,2.921,3.542,3.665
PER00726,10,social_event,4.097,4.215,4.367,2.629,3.881,3.348
PER00726,11,quiet_work,3.981,4.299,3.824,2.349,2.486,5.897
PER00726,12,social_event,3.515,3.971,4.528,2.569,3.350,3.739
PER00726,13,deadline_pressure,4.510,4.807,5.420,3.722,4.100,5.526
PER00726,14,team_meeting,4.876,3.550,4.287,2.174,3.583,4.749
PER00727,1,ambiguous_conflict,4.153,3.621,3.911,2.023,3.530,3.880
PER00727,2,deadline_pressure,3.897,3.534,4.332,2.187,3.753,5.736
PER00727,3,social_event,4.233,2.757,5.777,2.275,3.432,3.095
PER00727,4,team_meeting,2.876,3.159,5.118,2.310,3.551,3.816
PER00727,5,team_meeting,3.809,3.382,4.940,2.387,4.801,5.320
PER00727,6,deadline_pressure,4.094,2.662,5.669,2.155,3.657,6.060
PER00727,7,public_presentation,2.282,2.707,5.335,2.063,3.641,4.726
PER00727,8,quiet_work,4.464,3.612,3.876,2.000,3.509,6.672
PER00727,9,deadline_pressure,4.911,3.514,5.534,2.778,4.838,6.152
PER00727,10,social_event,3.475,3.189,4.581,2.087,2.751,2.586
PER00727,11,public_presentation,4.355,3.486,5.481,2.730,4.750,5.930
PER00727,12,team_meeting,3.905,3.258,4.013,1.868,4.262,4.013
PER00727,13,ambiguous_conflict,3.721,3.380,4.924,2.378,2.879,3.960
PER00727,14,creative_exploration,4.380,3.770,3.695,1.990,3.555,2.959
PER00728,1,social_event,4.861,3.673,4.180,2.193,2.787,1.711
PER00728,2,deadline_pressure,3.227,3.911,4.746,2.652,3.211,6.553
PER00728,3,social_event,4.117,3.679,3.385,1.779,3.771,1.345
PER00728,4,family_obligation,3.425,3.437,4.000,1.964,3.566,4.628
PER00728,5,quiet_work,3.234,3.730,3.438,1.832,3.402,6.033
PER00728,6,ambiguous_conflict,4.389,3.401,3.950,1.919,4.031,3.297
PER00728,7,creative_exploration,5.170,4.338,5.019,3.110,3.935,1.719
PER00728,8,team_meeting,4.042,3.603,4.542,2.338,2.935,4.542
PER00728,9,public_presentation,4.815,3.567,5.790,2.950,2.848,4.874
PER00728,10,quiet_work,3.885,4.145,4.406,2.609,3.553,6.800
PER00728,11,ambiguous_conflict,4.224,4.265,4.116,2.508,2.761,3.925
PER00728,12,creative_exploration,3.422,3.232,3.464,1.599,3.492,2.143
